TransactionID,OrderDate,Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,Price,DiscountPct,FinalPrice,Quantity,TotalAmount,CustomerSegment,Rating
7952,2021-04-26,North America,Asus,Desktop,Ryzen 3,NVIDIA GTX 1650,32,512,Linux,Black,Retail Store,Bank Transfer,1493.47,15,1269.45,2,2538.9,Gamer,2
7953,2024-05-21,Europe,Apple,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,16,512,macOS,Gray,Online,Credit Card,2601.87,15,2211.59,2,4423.18,Professional,5
7954,2022-04-26,Asia-Pacific,Apple,All-in-One,i7,AMD Radeon Vega,4,512,macOS,White,Retail Store,Credit Card,1452.1,5,1379.49,3,4138.47,Enterprise,1
7955,2022-04-17,Europe,Asus,All-in-One,i9,Intel Iris,32,1024,Linux,Silver,Retail Store,Credit Card,899.89,5,854.9,1,854.9,Enterprise,1
7956,2021-01-19,North America,Samsung,Laptop,i5,Intel UHD,8,2048,macOS,Gray,Reseller,Bank Transfer,1920.3,5,1824.28,1,1824.28,Student,5
7957,2023-05-28,Asia-Pacific,Lenovo,All-in-One,Ryzen 9,AMD Radeon Vega,32,512,Linux,Silver,Retail Store,Credit Card,2737.22,15,2326.64,1,2326.64,Gamer,4
7958,2021-06-30,North America,Lenovo,All-in-One,Ryzen 3,Intel Iris,32,512,Windows 11,Blue,Reseller,PayPal,811.68,0,811.68,2,1623.36,Professional,1
7959,2022-01-30,Asia-Pacific,MSI,All-in-One,M2,NVIDIA GTX 1650,4,256,Windows 11,Gray,Online,PayPal,1902.72,0,1902.72,3,5708.16,Gamer,4
7960,2022-06-18,Europe,Microsoft,All-in-One,i7,AMD Radeon Vega,8,1024,Linux,Gray,Reseller,Debit Card,2198.58,15,1868.79,1,1868.79,Student,4
7961,2021-09-25,North America,Microsoft,Desktop,i7,NVIDIA RTX 3060,4,1024,Windows 10,Silver,Reseller,Bank Transfer,1240.99,15,1054.84,2,2109.68,Professional,1
7962,2022-03-31,North America,Lenovo,Desktop,i3,Intel Iris,4,256,Linux,Silver,Online,Debit Card,2553.04,10,2297.74,2,4595.48,Enterprise,2
7963,2021-11-06,North America,HP,Laptop,Ryzen 7,AMD Radeon Vega,4,256,Windows 11,Black,Online,PayPal,1201.35,0,1201.35,1,1201.35,Gamer,5
7964,2025-01-23,Asia-Pacific,Lenovo,All-in-One,i9,AMD Radeon Vega,16,512,Windows 10,Black,Online,Debit Card,1827.52,5,1736.14,3,5208.42,Gamer,5
7965,2022-10-01,Asia-Pacific,Acer,All-in-One,i7,AMD Radeon Vega,32,512,Linux,White,Online,Debit Card,2814.49,5,2673.77,2,5347.54,Student,5
7966,2022-04-06,North America,Dell,Laptop,Ryzen 9,NVIDIA GTX 1650,4,256,Windows 10,Silver,Retail Store,PayPal,2218.21,0,2218.21,3,6654.63,Gamer,2
7967,2024-07-23,North America,Apple,All-in-One,i7,NVIDIA GTX 1650,32,256,macOS,Blue,Online,Credit Card,1836.27,15,1560.83,2,3121.66,Enterprise,1
7968,2024-04-13,North America,Samsung,Laptop,M2,Intel UHD,32,512,Linux,White,Retail Store,Bank Transfer,2321.84,10,2089.66,2,4179.32,Gamer,4
7969,2024-05-24,Europe,Dell,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,4,512,Windows 10,Blue,Retail Store,Credit Card,2459.17,15,2090.29,1,2090.29,Professional,5
7970,2020-01-11,Asia-Pacific,Razer,Laptop,M1,NVIDIA GTX 1650,8,512,Windows 10,Blue,Online,Bank Transfer,1438.03,15,1222.33,3,3666.99,Student,3
7971,2025-05-17,North America,Lenovo,Desktop,M1,Intel UHD,32,512,macOS,Gray,Online,Credit Card,578.1,5,549.2,3,1647.6,Professional,5
7972,2020-04-02,Europe,MSI,Laptop,i7,Intel UHD,16,512,Linux,Gray,Retail Store,Credit Card,1207.7,5,1147.32,3,3441.96,Professional,2
7973,2020-10-08,Europe,Apple,All-in-One,i7,Intel UHD,4,256,macOS,White,Online,Bank Transfer,1047.03,20,837.62,2,1675.24,Student,4
7974,2023-10-30,Europe,Apple,Laptop,Ryzen 7,NVIDIA GTX 1650,16,512,macOS,Gray,Reseller,PayPal,2251.92,10,2026.73,3,6080.19,Student,3
7975,2021-06-28,Europe,MSI,Desktop,M1,NVIDIA GTX 1650,8,2048,macOS,Gray,Online,Debit Card,1631.16,5,1549.6,1,1549.6,Student,2
7976,2025-03-18,Europe,HP,Gaming Laptop,M1,NVIDIA RTX 3060,4,1024,macOS,Silver,Retail Store,PayPal,1503.71,10,1353.34,2,2706.68,Professional,4
7977,2024-07-29,Asia-Pacific,HP,Gaming Laptop,i9,NVIDIA RTX 3060,4,512,Windows 11,Silver,Retail Store,Debit Card,2903.12,5,2757.96,3,8273.88,Enterprise,2
7978,2021-07-04,Europe,Samsung,Laptop,Ryzen 7,NVIDIA GTX 1650,8,1024,Windows 11,Silver,Reseller,Bank Transfer,1889.07,5,1794.62,2,3589.24,Gamer,2
7979,2025-01-25,Europe,Acer,All-in-One,i3,Intel UHD,4,1024,macOS,White,Retail Store,PayPal,1304.34,20,1043.47,3,3130.41,Gamer,1
7980,2022-10-15,Asia-Pacific,Samsung,Laptop,Ryzen 9,Intel UHD,32,1024,Windows 11,Black,Reseller,Bank Transfer,1997.11,0,1997.11,3,5991.33,Professional,1
7981,2021-11-06,Europe,Dell,Laptop,Ryzen 9,NVIDIA GTX 1650,32,512,Windows 10,Gray,Online,Debit Card,982.24,0,982.24,2,1964.48,Enterprise,2
7982,2023-08-01,Europe,Acer,Desktop,i3,NVIDIA RTX 2060,32,512,Windows 11,White,Retail Store,PayPal,1733.75,10,1560.38,2,3120.76,Professional,4
7983,2023-04-30,North America,Lenovo,Laptop,i3,NVIDIA GTX 1650,32,256,Windows 10,White,Retail Store,Debit Card,1219.66,15,1036.71,3,3110.13,Student,1
7984,2023-10-25,Europe,HP,Gaming Laptop,i5,NVIDIA GTX 1650,32,1024,Linux,Blue,Reseller,PayPal,1007.19,10,906.47,2,1812.94,Student,1
7985,2022-01-01,Asia-Pacific,Dell,All-in-One,i9,Intel UHD,8,1024,Windows 11,Gray,Online,Credit Card,1368.51,0,1368.51,3,4105.53,Student,3
7986,2021-04-24,North America,Lenovo,Laptop,M1,Intel UHD,16,256,Windows 10,Silver,Retail Store,PayPal,537.12,15,456.55,1,456.55,Enterprise,3
7987,2020-08-30,North America,Samsung,All-in-One,Ryzen 5,Intel Iris,4,256,Linux,Black,Online,Credit Card,2655.11,20,2124.09,3,6372.27,Student,2
7988,2020-12-22,North America,Razer,All-in-One,Ryzen 9,NVIDIA GTX 1650,8,256,Windows 11,White,Online,PayPal,1048.66,0,1048.66,3,3145.98,Professional,5
7989,2025-02-19,Europe,Acer,Gaming Laptop,Ryzen 7,NVIDIA GTX 1650,16,2048,Windows 10,Silver,Online,PayPal,2861.05,20,2288.84,1,2288.84,Professional,1
7990,2023-03-10,Europe,MSI,Laptop,Ryzen 3,Intel Iris,16,2048,Windows 11,Black,Online,Credit Card,1786.53,20,1429.22,1,1429.22,Professional,1
7991,2021-11-17,Asia-Pacific,Microsoft,Desktop,i3,AMD Radeon Vega,32,2048,Windows 10,Gray,Retail Store,Bank Transfer,2654.24,15,2256.1,2,4512.2,Enterprise,4
7992,2023-07-08,North America,Razer,Gaming Laptop,i9,AMD Radeon Vega,32,512,Windows 10,Gray,Reseller,Debit Card,986.26,0,986.26,2,1972.52,Professional,1
7993,2024-04-03,Asia-Pacific,Asus,Desktop,M1,AMD Radeon Vega,32,256,Windows 11,Black,Reseller,Bank Transfer,1097.37,10,987.63,3,2962.89,Professional,5
7994,2023-10-05,Asia-Pacific,Asus,Laptop,i3,Intel Iris,32,1024,macOS,Blue,Online,PayPal,1912.86,10,1721.57,1,1721.57,Gamer,4
7995,2024-01-30,Asia-Pacific,Samsung,Laptop,i9,Intel Iris,32,2048,Linux,Gray,Reseller,Debit Card,1055,10,949.5,2,1899,Gamer,1
7996,2022-10-29,North America,Asus,Laptop,i9,NVIDIA RTX 2060,16,1024,Windows 10,White,Reseller,Credit Card,970.01,0,970.01,1,970.01,Gamer,3
7997,2020-08-15,North America,Dell,All-in-One,i5,AMD Radeon Vega,16,1024,Windows 11,Blue,Online,Debit Card,1398.64,0,1398.64,1,1398.64,Gamer,4
7998,2025-08-20,North America,HP,Desktop,i5,Intel Iris,4,1024,macOS,Silver,Online,Debit Card,1402.97,15,1192.52,2,2385.04,Enterprise,5
7999,2020-07-16,Asia-Pacific,Apple,Gaming Laptop,i9,NVIDIA RTX 2060,8,256,macOS,Gray,Reseller,PayPal,479.34,5,455.37,3,1366.11,Student,5
8000,2023-07-26,Europe,Apple,All-in-One,i9,NVIDIA GTX 1650,8,256,macOS,Silver,Online,Debit Card,2522.3,10,2270.07,3,6810.21,Student,4
8001,2025-05-25,Europe,HP,Desktop,i3,NVIDIA RTX 2060,16,1024,macOS,Blue,Reseller,Debit Card,922.46,10,830.21,3,2490.63,Gamer,2
8002,2024-06-28,Asia-Pacific,Asus,Gaming Laptop,Ryzen 5,AMD Radeon Vega,32,1024,macOS,Blue,Reseller,PayPal,1997.25,10,1797.53,1,1797.53,Gamer,1
8003,2021-01-01,North America,Razer,Laptop,i3,Intel UHD,32,1024,Linux,White,Online,PayPal,1704.59,5,1619.36,3,4858.08,Enterprise,1
8004,2022-06-27,North America,Samsung,Desktop,i7,Intel Iris,16,512,Linux,Black,Reseller,PayPal,850.23,5,807.72,3,2423.16,Gamer,2
8005,2024-03-06,North America,Acer,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,2048,Windows 11,Blue,Online,Debit Card,582.09,0,582.09,1,582.09,Student,4
8006,2020-10-21,North America,Microsoft,Laptop,M2,Intel UHD,16,512,Linux,White,Retail Store,PayPal,1948.59,20,1558.87,2,3117.74,Gamer,5
8007,2025-04-30,North America,Microsoft,Gaming Laptop,Ryzen 9,Intel UHD,32,256,Windows 10,Black,Retail Store,PayPal,727.96,5,691.56,2,1383.12,Enterprise,1
8008,2025-08-12,Europe,Asus,Gaming Laptop,M2,Intel UHD,8,256,macOS,Silver,Online,PayPal,2590.66,15,2202.06,2,4404.12,Enterprise,3
8009,2020-03-25,North America,Samsung,Gaming Laptop,i3,NVIDIA RTX 3060,32,2048,macOS,White,Retail Store,Bank Transfer,610.47,20,488.38,3,1465.14,Gamer,1
8010,2022-09-23,North America,Samsung,Gaming Laptop,Ryzen 3,AMD Radeon Vega,4,256,Linux,Silver,Retail Store,Debit Card,2611.99,15,2220.19,1,2220.19,Student,4
8011,2020-04-04,Asia-Pacific,Samsung,Gaming Laptop,i5,Intel Iris,32,1024,macOS,Gray,Reseller,Credit Card,1544.62,5,1467.39,2,2934.78,Gamer,2
8012,2020-04-05,North America,Asus,Desktop,i9,NVIDIA RTX 2060,8,256,Windows 10,Black,Online,Credit Card,2780.83,0,2780.83,3,8342.49,Gamer,3
8013,2021-03-14,North America,Microsoft,All-in-One,M1,NVIDIA RTX 3060,8,256,Linux,Black,Online,Bank Transfer,858.54,20,686.83,3,2060.49,Professional,5
8014,2025-05-16,Asia-Pacific,Microsoft,All-in-One,M2,Intel UHD,4,512,Windows 11,Blue,Reseller,Credit Card,1271.49,15,1080.77,1,1080.77,Enterprise,2
8015,2021-04-29,Asia-Pacific,Microsoft,All-in-One,Ryzen 9,Intel UHD,32,512,Windows 10,Black,Retail Store,Credit Card,704.4,10,633.96,2,1267.92,Gamer,3
8016,2023-04-05,Asia-Pacific,Apple,All-in-One,i9,AMD Radeon Vega,32,512,macOS,Silver,Retail Store,PayPal,1998.45,15,1698.68,2,3397.36,Gamer,5
8017,2024-11-17,Asia-Pacific,Lenovo,Desktop,i9,NVIDIA RTX 3060,4,256,Windows 11,Blue,Retail Store,PayPal,488.27,5,463.86,2,927.72,Enterprise,1
8018,2022-12-07,North America,Microsoft,All-in-One,i3,Intel UHD,32,2048,Linux,Silver,Retail Store,Bank Transfer,2314.04,10,2082.64,3,6247.92,Gamer,2
8019,2024-01-12,North America,Razer,Laptop,i5,NVIDIA RTX 3060,32,1024,Linux,Blue,Online,PayPal,2207.86,20,1766.29,3,5298.87,Professional,5
8020,2021-07-30,North America,Lenovo,Laptop,M1,Intel Iris,8,2048,Linux,Black,Retail Store,PayPal,2629.96,0,2629.96,2,5259.92,Gamer,3
8021,2020-01-11,North America,Apple,Gaming Laptop,M2,AMD Radeon Vega,4,512,macOS,Silver,Online,Debit Card,2416.28,20,1933.02,1,1933.02,Professional,3
8022,2025-07-21,North America,Microsoft,Desktop,M1,AMD Radeon Vega,8,1024,macOS,Gray,Retail Store,PayPal,2489.33,5,2364.86,2,4729.72,Student,2
8023,2022-03-19,Europe,Acer,All-in-One,i5,AMD Radeon Vega,32,256,Windows 10,Black,Online,Debit Card,2547.85,15,2165.67,2,4331.34,Gamer,1
8024,2024-08-10,North America,Asus,Laptop,Ryzen 5,NVIDIA GTX 1650,4,1024,macOS,White,Reseller,PayPal,1223.88,20,979.1,1,979.1,Gamer,3
8025,2024-03-12,Europe,Dell,All-in-One,Ryzen 7,NVIDIA RTX 3060,16,2048,macOS,Gray,Retail Store,Debit Card,536.89,15,456.36,1,456.36,Gamer,1
8026,2025-05-21,North America,Lenovo,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,32,2048,Windows 10,Gray,Online,Debit Card,2866.9,0,2866.9,3,8600.7,Gamer,2
8027,2024-11-06,Asia-Pacific,Microsoft,All-in-One,i9,AMD Radeon Vega,16,2048,Windows 11,Silver,Retail Store,PayPal,1714.56,5,1628.83,3,4886.49,Enterprise,2
8028,2023-11-14,North America,Apple,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Retail Store,PayPal,2404.01,20,1923.21,3,5769.63,Professional,4
8029,2022-10-05,Asia-Pacific,MSI,Desktop,M1,Intel Iris,32,2048,Linux,Gray,Online,Debit Card,1407.67,20,1126.14,1,1126.14,Enterprise,4
8030,2023-10-30,Europe,Asus,Gaming Laptop,i5,Intel UHD,32,1024,macOS,Silver,Reseller,Credit Card,1114.72,5,1058.98,2,2117.96,Enterprise,1
8031,2024-01-04,Asia-Pacific,MSI,Gaming Laptop,M2,NVIDIA RTX 2060,8,1024,Linux,White,Online,Debit Card,1464.96,20,1171.97,1,1171.97,Gamer,5
8032,2020-07-25,Europe,Apple,Gaming Laptop,Ryzen 7,Intel Iris,4,1024,macOS,Black,Reseller,Credit Card,647.25,10,582.52,3,1747.56,Enterprise,5
8033,2021-04-05,Europe,Acer,Gaming Laptop,M2,NVIDIA RTX 3060,4,2048,Windows 11,Black,Reseller,Credit Card,2685.14,5,2550.88,1,2550.88,Enterprise,4
8034,2023-06-08,Asia-Pacific,Apple,All-in-One,Ryzen 7,AMD Radeon Vega,32,1024,macOS,Black,Retail Store,Credit Card,1587.39,15,1349.28,3,4047.84,Enterprise,1
8035,2024-01-19,North America,Samsung,Laptop,i7,Intel Iris,16,2048,Windows 11,Gray,Retail Store,PayPal,947.58,15,805.44,3,2416.32,Gamer,4
8036,2022-03-16,North America,Lenovo,Desktop,Ryzen 9,Intel Iris,16,256,Windows 11,Black,Retail Store,Debit Card,2865.71,5,2722.42,3,8167.26,Enterprise,2
8037,2025-06-23,Europe,Apple,All-in-One,Ryzen 9,NVIDIA GTX 1650,32,512,macOS,Black,Online,Credit Card,1710.89,0,1710.89,3,5132.67,Professional,3
8038,2022-07-26,Europe,Acer,All-in-One,Ryzen 3,AMD Radeon Vega,16,256,Linux,White,Online,Debit Card,949.98,5,902.48,3,2707.44,Student,2
8039,2021-05-16,Asia-Pacific,MSI,Desktop,Ryzen 5,NVIDIA GTX 1650,4,1024,Windows 10,Blue,Reseller,Debit Card,2873.72,5,2730.03,2,5460.06,Gamer,3
8040,2020-02-25,North America,Asus,Desktop,Ryzen 3,NVIDIA GTX 1650,16,256,Linux,White,Online,Bank Transfer,1524.97,0,1524.97,3,4574.91,Enterprise,2
8041,2024-07-21,North America,HP,Desktop,Ryzen 5,NVIDIA RTX 3060,8,512,macOS,Silver,Reseller,Debit Card,679.57,20,543.66,1,543.66,Gamer,1
8042,2025-06-13,North America,Acer,Laptop,M2,NVIDIA RTX 2060,4,512,Windows 11,Silver,Online,PayPal,2500.92,0,2500.92,2,5001.84,Professional,1
8043,2024-08-21,Europe,Acer,Laptop,i3,NVIDIA GTX 1650,16,2048,Windows 11,Silver,Online,Credit Card,1996.41,0,1996.41,2,3992.82,Enterprise,4
8044,2023-02-13,Asia-Pacific,Razer,Gaming Laptop,i9,NVIDIA RTX 3060,4,256,Linux,Blue,Online,Credit Card,1701.81,10,1531.63,3,4594.89,Student,2
8045,2022-06-18,Europe,Microsoft,Laptop,i7,Intel UHD,16,512,macOS,Gray,Retail Store,Credit Card,437.18,20,349.74,3,1049.22,Enterprise,1
8046,2022-10-20,North America,Dell,Gaming Laptop,Ryzen 7,Intel UHD,8,256,Windows 10,Black,Online,Credit Card,1771.66,10,1594.49,3,4783.47,Professional,3
8047,2023-03-12,Asia-Pacific,Razer,Gaming Laptop,i5,NVIDIA RTX 3060,8,256,Windows 10,Black,Reseller,Bank Transfer,2151.39,5,2043.82,1,2043.82,Gamer,5
8048,2022-07-15,North America,Asus,Desktop,Ryzen 3,NVIDIA GTX 1650,32,512,Windows 11,Silver,Online,Bank Transfer,2302.14,10,2071.93,3,6215.79,Gamer,2
8049,2021-11-10,North America,Razer,All-in-One,Ryzen 3,Intel UHD,16,2048,Windows 11,Gray,Reseller,Debit Card,1372.05,0,1372.05,2,2744.1,Gamer,2
8050,2023-06-15,North America,Apple,All-in-One,i5,NVIDIA RTX 3060,4,1024,macOS,Gray,Retail Store,Bank Transfer,1239.12,5,1177.16,3,3531.48,Gamer,5
8051,2022-11-28,North America,Razer,Gaming Laptop,Ryzen 9,NVIDIA GTX 1650,32,512,macOS,Blue,Online,Credit Card,974.9,15,828.66,1,828.66,Enterprise,3
8052,2025-07-18,Asia-Pacific,Acer,Laptop,M2,AMD Radeon Vega,8,512,macOS,Black,Online,Credit Card,1403.21,0,1403.21,2,2806.42,Professional,4
8053,2022-05-16,Europe,Razer,Desktop,i9,NVIDIA RTX 3060,8,1024,Windows 10,Black,Online,Debit Card,1920.13,0,1920.13,2,3840.26,Professional,2
8054,2024-02-27,Europe,Asus,Desktop,M1,Intel UHD,16,1024,macOS,Black,Retail Store,Bank Transfer,1311.91,0,1311.91,3,3935.73,Professional,5
8055,2022-03-31,Europe,Apple,Laptop,Ryzen 9,NVIDIA RTX 2060,32,512,macOS,Blue,Reseller,Bank Transfer,2041.58,5,1939.5,3,5818.5,Professional,4
8056,2021-12-15,Asia-Pacific,Apple,Gaming Laptop,i9,Intel Iris,16,1024,macOS,White,Retail Store,Credit Card,2843.41,5,2701.24,3,8103.72,Professional,3
8057,2020-11-27,Europe,Razer,Laptop,M1,NVIDIA RTX 2060,8,2048,Windows 11,Gray,Online,Credit Card,1828.29,10,1645.46,2,3290.92,Enterprise,2
8058,2024-10-01,North America,Acer,Laptop,M1,NVIDIA RTX 2060,8,512,Windows 11,Silver,Retail Store,Credit Card,2479.02,20,1983.22,3,5949.66,Enterprise,3
8059,2021-11-12,Europe,Lenovo,Laptop,i9,AMD Radeon Vega,8,256,Windows 11,White,Retail Store,Bank Transfer,2062.3,5,1959.19,2,3918.38,Enterprise,3
8060,2023-02-28,Asia-Pacific,MSI,Laptop,i7,AMD Radeon Vega,16,512,Linux,Black,Online,Debit Card,510.38,0,510.38,3,1531.14,Enterprise,2
8061,2024-03-23,North America,Acer,Desktop,M2,AMD Radeon Vega,32,256,macOS,Silver,Retail Store,PayPal,1999.67,20,1599.74,3,4799.22,Professional,4
8062,2023-02-21,North America,HP,Laptop,i3,NVIDIA RTX 2060,4,2048,Windows 11,Gray,Reseller,Bank Transfer,2607.19,10,2346.47,3,7039.41,Gamer,2
8063,2021-03-06,Europe,Acer,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,16,2048,Linux,Blue,Reseller,Bank Transfer,2523.52,15,2144.99,2,4289.98,Student,1
8064,2021-09-09,Europe,Asus,Desktop,Ryzen 9,NVIDIA GTX 1650,8,2048,Linux,White,Reseller,Credit Card,1839.82,10,1655.84,1,1655.84,Professional,1
8065,2020-09-03,Asia-Pacific,Razer,All-in-One,Ryzen 9,NVIDIA RTX 3060,16,1024,macOS,Silver,Retail Store,Debit Card,1511.97,15,1285.17,3,3855.51,Gamer,3
8066,2022-05-30,Asia-Pacific,Microsoft,Gaming Laptop,Ryzen 7,Intel UHD,4,1024,macOS,Gray,Retail Store,Credit Card,2567.24,15,2182.15,1,2182.15,Enterprise,5
8067,2023-09-25,North America,Apple,Gaming Laptop,M2,NVIDIA RTX 2060,4,256,macOS,Blue,Reseller,Bank Transfer,962.77,15,818.35,3,2455.05,Professional,4
8068,2022-01-20,Asia-Pacific,Razer,Gaming Laptop,Ryzen 5,Intel Iris,8,2048,Windows 11,Gray,Online,Bank Transfer,612.05,15,520.24,1,520.24,Professional,5
8069,2024-02-05,Europe,Microsoft,Gaming Laptop,M2,Intel Iris,32,512,Windows 10,Gray,Reseller,PayPal,2680.3,15,2278.26,1,2278.26,Professional,3
8070,2021-09-07,Asia-Pacific,Samsung,Laptop,i5,NVIDIA GTX 1650,8,1024,macOS,Black,Online,Bank Transfer,487.19,20,389.75,3,1169.25,Gamer,4
8071,2022-05-18,Europe,Acer,Gaming Laptop,i3,NVIDIA GTX 1650,8,256,Windows 11,Gray,Online,Credit Card,2537.97,15,2157.27,2,4314.54,Professional,5
8072,2022-03-05,North America,Lenovo,Gaming Laptop,i5,Intel Iris,16,512,macOS,Blue,Online,PayPal,1780.54,5,1691.51,3,5074.53,Professional,4
8073,2024-04-23,North America,Dell,Laptop,Ryzen 9,Intel UHD,16,1024,Windows 11,Blue,Online,PayPal,1809.29,15,1537.9,3,4613.7,Student,5
8074,2025-07-25,Europe,Acer,Gaming Laptop,i3,NVIDIA GTX 1650,8,1024,macOS,Silver,Retail Store,PayPal,1959,0,1959,1,1959,Gamer,2
8075,2022-03-26,Europe,Apple,Desktop,M2,Intel Iris,32,512,macOS,White,Retail Store,PayPal,1443.07,0,1443.07,2,2886.14,Gamer,2
8076,2023-05-20,Asia-Pacific,Razer,Laptop,Ryzen 7,NVIDIA RTX 2060,32,512,Linux,Black,Retail Store,Bank Transfer,1643.11,5,1560.95,1,1560.95,Professional,5
8077,2022-02-07,North America,Asus,Laptop,Ryzen 5,NVIDIA GTX 1650,8,512,Windows 10,Black,Online,Debit Card,1192.35,5,1132.73,2,2265.46,Professional,5
8078,2023-11-28,Europe,Samsung,Laptop,i9,Intel UHD,16,256,Linux,Silver,Reseller,Credit Card,2054.48,0,2054.48,3,6163.44,Student,5
8079,2020-04-10,Europe,Asus,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,Windows 10,White,Online,Credit Card,2236.89,15,1901.36,2,3802.72,Student,2
8080,2021-07-09,North America,MSI,Desktop,M1,NVIDIA GTX 1650,4,512,Linux,White,Reseller,Credit Card,2178.4,0,2178.4,1,2178.4,Professional,3
8081,2020-06-14,Europe,Asus,Gaming Laptop,M1,NVIDIA RTX 2060,32,512,Windows 11,Black,Reseller,Bank Transfer,998.8,15,848.98,3,2546.94,Student,5
8082,2021-10-03,North America,Microsoft,Desktop,i5,Intel UHD,16,2048,Windows 10,Black,Retail Store,PayPal,1659.87,10,1493.88,3,4481.64,Student,1
8083,2024-01-01,Europe,Microsoft,Desktop,Ryzen 7,NVIDIA GTX 1650,4,256,Windows 10,Black,Retail Store,Credit Card,2693.43,15,2289.42,3,6868.26,Professional,4
8084,2021-01-03,Europe,Lenovo,All-in-One,i7,NVIDIA GTX 1650,4,512,Linux,Black,Online,Credit Card,1445.83,15,1228.96,3,3686.88,Enterprise,5
8085,2022-05-12,Europe,Razer,All-in-One,M1,NVIDIA RTX 2060,32,2048,macOS,Silver,Online,PayPal,2390.36,0,2390.36,1,2390.36,Professional,4
8086,2020-02-07,Asia-Pacific,Samsung,Desktop,i5,NVIDIA GTX 1650,8,256,Windows 11,Gray,Retail Store,Bank Transfer,1673.09,20,1338.47,1,1338.47,Gamer,5
8087,2022-10-22,North America,Dell,Desktop,i9,NVIDIA RTX 3060,8,2048,Windows 11,Blue,Online,Debit Card,921.89,20,737.51,2,1475.02,Professional,2
8088,2024-06-16,Europe,Dell,Laptop,Ryzen 5,NVIDIA RTX 2060,16,1024,Windows 11,Blue,Reseller,Bank Transfer,1688.49,10,1519.64,3,4558.92,Student,3
8089,2022-06-18,North America,HP,Laptop,M1,NVIDIA GTX 1650,8,512,Linux,White,Reseller,Debit Card,2298.16,10,2068.34,3,6205.02,Gamer,3
8090,2021-04-14,Asia-Pacific,Dell,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,32,2048,Linux,White,Reseller,PayPal,1095.85,0,1095.85,2,2191.7,Gamer,1
8091,2021-05-18,Europe,MSI,Gaming Laptop,Ryzen 9,Intel UHD,16,512,Windows 11,Black,Online,PayPal,1093.82,10,984.44,2,1968.88,Professional,3
8092,2024-05-07,Europe,Samsung,Laptop,i9,Intel UHD,32,512,Windows 10,Gray,Retail Store,PayPal,808.63,15,687.34,2,1374.68,Professional,1
8093,2025-07-07,Europe,Asus,Gaming Laptop,Ryzen 5,Intel Iris,16,512,macOS,Blue,Online,Credit Card,1197.34,20,957.87,3,2873.61,Enterprise,3
8094,2023-05-26,Europe,Dell,Laptop,i9,NVIDIA RTX 2060,32,512,Linux,Black,Reseller,PayPal,1961.83,10,1765.65,2,3531.3,Student,3
8095,2022-02-18,North America,Acer,Gaming Laptop,Ryzen 5,NVIDIA RTX 2060,8,2048,Windows 11,White,Retail Store,Credit Card,1040.61,0,1040.61,2,2081.22,Professional,2
8096,2025-05-31,Europe,Acer,Gaming Laptop,M2,NVIDIA RTX 2060,32,512,Windows 10,Silver,Reseller,Credit Card,2287.67,10,2058.9,2,4117.8,Professional,5
8097,2022-05-08,North America,Razer,Laptop,Ryzen 5,NVIDIA RTX 3060,4,2048,Windows 11,Silver,Retail Store,PayPal,2518.99,5,2393.04,1,2393.04,Student,2
8098,2022-11-29,Europe,Lenovo,Gaming Laptop,M2,AMD Radeon Vega,8,1024,Linux,Gray,Reseller,Credit Card,726.44,15,617.47,2,1234.94,Gamer,2
8099,2022-11-09,Europe,Apple,Gaming Laptop,Ryzen 9,NVIDIA RTX 2060,4,512,macOS,Blue,Reseller,Bank Transfer,1784.33,0,1784.33,2,3568.66,Enterprise,2
8100,2024-10-06,North America,Dell,Laptop,M2,Intel UHD,8,1024,Windows 11,Black,Online,Credit Card,2432.5,5,2310.88,1,2310.88,Professional,1
8101,2021-01-12,Europe,Asus,All-in-One,Ryzen 5,Intel UHD,16,1024,Windows 10,Gray,Online,Bank Transfer,578.13,0,578.13,1,578.13,Gamer,5
8102,2021-11-05,North America,Samsung,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,32,256,Windows 10,Blue,Reseller,Credit Card,2411.01,20,1928.81,2,3857.62,Professional,2
8103,2022-05-14,North America,Lenovo,Laptop,i9,AMD Radeon Vega,8,2048,Linux,Silver,Reseller,PayPal,2056.06,0,2056.06,1,2056.06,Student,4
8104,2024-03-06,Europe,MSI,Gaming Laptop,Ryzen 5,Intel Iris,8,512,Linux,Black,Reseller,PayPal,2340.25,5,2223.24,1,2223.24,Gamer,4
8105,2025-07-13,North America,Microsoft,All-in-One,i3,NVIDIA GTX 1650,8,512,Windows 10,Silver,Online,Debit Card,1130.01,15,960.51,2,1921.02,Enterprise,1
8106,2021-07-21,Asia-Pacific,Razer,All-in-One,Ryzen 3,Intel Iris,16,512,Windows 10,Gray,Reseller,Debit Card,702.58,20,562.06,2,1124.12,Professional,2
