Region,Brand,Category,CPU,GPU,RAM_GB,Storage_GB,OS,Color,Channel,PaymentMethod,CustomerSegment,CPU_family,GPU_family,y_true,p_high,pred
Europe,Razer,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,macOS,Silver,Online,PayPal,Gamer,Ryzen 3,AMD Radeon Vega,0,0.435,1
Asia-Pacific,Lenovo,All-in-One,i7,Intel Iris,8,1024,macOS,Blue,Retail Store,Bank Transfer,Gamer,i7,Intel Iris,0,0.5425,1
North America,Acer,Desktop,Ryzen 5,Intel UHD,4,256,Windows 11,Gray,Reseller,Debit Card,Enterprise,Ryzen 5,Intel UHD,0,0.39,1
Europe,HP,All-in-One,M2,NVIDIA RTX 3060,16,256,Windows 10,Silver,Online,Bank Transfer,Professional,M2,RTX 3060,1,0.325,0
North America,Razer,Desktop,i5,NVIDIA GTX 1650,32,512,Windows 10,Silver,Online,Debit Card,Professional,i5,GTX 1650,1,0.4175,1
North America,Razer,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,macOS,Black,Online,PayPal,Enterprise,Ryzen 3,RTX 2060,0,0.4575,1
Europe,Samsung,Gaming Laptop,i7,Intel UHD,8,256,Windows 11,White,Retail Store,Debit Card,Gamer,i7,Intel UHD,0,0.3575,1
Asia-Pacific,Asus,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,32,512,Windows 11,Silver,Retail Store,Credit Card,Professional,Ryzen 3,RTX 2060,0,0.38,1
Asia-Pacific,Samsung,All-in-One,M1,AMD Radeon Vega,32,256,Windows 10,Blue,Online,Credit Card,Student,M1,AMD Radeon Vega,1,0.35,1
Asia-Pacific,Lenovo,Desktop,M2,Intel Iris,32,2048,Linux,Black,Reseller,PayPal,Gamer,M2,Intel Iris,1,0.4825,1
North America,Samsung,Desktop,i5,AMD Radeon Vega,4,1024,Windows 10,Black,Reseller,Bank Transfer,Gamer,i5,AMD Radeon Vega,0,0.295,0
Europe,Acer,Desktop,Ryzen 7,Intel Iris,4,256,Windows 11,Silver,Reseller,Debit Card,Gamer,Ryzen 7,Intel Iris,1,0.3225,0
Asia-Pacific,Lenovo,All-in-One,Ryzen 7,NVIDIA RTX 2060,16,512,Windows 11,Gray,Retail Store,PayPal,Student,Ryzen 7,RTX 2060,1,0.29,0
North America,Samsung,All-in-One,M2,NVIDIA RTX 2060,16,256,Linux,Silver,Reseller,Debit Card,Gamer,M2,RTX 2060,0,0.42,1
North America,Razer,Desktop,i3,NVIDIA RTX 3060,4,1024,Linux,Blue,Retail Store,Credit Card,Gamer,i3,RTX 3060,1,0.37,1
Europe,Razer,Desktop,Ryzen 5,Intel Iris,32,256,macOS,Gray,Online,Debit Card,Gamer,Ryzen 5,Intel Iris,0,0.3825,1
Europe,Acer,All-in-One,Ryzen 7,Intel Iris,4,256,Linux,Silver,Retail Store,Bank Transfer,Gamer,Ryzen 7,Intel Iris,0,0.34,0
Europe,Dell,Laptop,Ryzen 5,NVIDIA RTX 2060,4,512,Windows 11,Blue,Online,Bank Transfer,Professional,Ryzen 5,RTX 2060,1,0.48,1
North America,Samsung,Gaming Laptop,i9,NVIDIA GTX 1650,8,1024,Linux,White,Online,Debit Card,Enterprise,i9,GTX 1650,0,0.38,1
Europe,Lenovo,Laptop,Ryzen 3,AMD Radeon Vega,16,2048,Linux,Blue,Retail Store,Credit Card,Gamer,Ryzen 3,AMD Radeon Vega,0,0.32,0
North America,Acer,Laptop,M1,NVIDIA RTX 2060,16,256,macOS,Black,Retail Store,Credit Card,Professional,M1,RTX 2060,0,0.33,0
Europe,Lenovo,All-in-One,i7,NVIDIA GTX 1650,4,512,Linux,Black,Online,Credit Card,Enterprise,i7,GTX 1650,1,0.4075,1
Europe,Apple,Laptop,M1,NVIDIA RTX 3060,4,256,macOS,Gray,Retail Store,Debit Card,Student,M1,RTX 3060,1,0.41,1
Europe,Lenovo,Desktop,Ryzen 9,NVIDIA RTX 3060,4,512,Linux,Blue,Retail Store,Credit Card,Professional,Ryzen 9,RTX 3060,0,0.26,0
North America,Apple,Gaming Laptop,i3,AMD Radeon Vega,16,2048,macOS,Black,Retail Store,PayPal,Enterprise,i3,AMD Radeon Vega,1,0.5025,1
Europe,Asus,Desktop,Ryzen 7,AMD Radeon Vega,8,2048,macOS,Blue,Reseller,Credit Card,Professional,Ryzen 7,AMD Radeon Vega,0,0.5025,1
Asia-Pacific,Asus,Laptop,i3,Intel UHD,4,256,Windows 10,Black,Retail Store,Debit Card,Student,i3,Intel UHD,0,0.375,1
North America,Apple,Laptop,i9,Intel UHD,8,512,macOS,White,Reseller,PayPal,Student,i9,Intel UHD,1,0.64,1
North America,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,8,1024,Windows 11,Silver,Online,Debit Card,Student,Ryzen 3,RTX 2060,0,0.3575,1
Europe,Razer,Gaming Laptop,Ryzen 7,Intel Iris,32,512,Linux,Gray,Reseller,PayPal,Gamer,Ryzen 7,Intel Iris,0,0.3875,1
Europe,Razer,All-in-One,M2,Intel UHD,4,1024,Linux,Blue,Retail Store,Bank Transfer,Professional,M2,Intel UHD,0,0.3475,0
North America,Acer,Laptop,Ryzen 3,Intel UHD,4,1024,Windows 10,White,Retail Store,Debit Card,Enterprise,Ryzen 3,Intel UHD,1,0.3475,0
Asia-Pacific,Apple,Gaming Laptop,Ryzen 3,Intel UHD,8,1024,macOS,White,Retail Store,Credit Card,Enterprise,Ryzen 3,Intel UHD,1,0.4525,1
North America,Microsoft,Gaming Laptop,Ryzen 9,Intel Iris,16,512,macOS,Silver,Reseller,Bank Transfer,Student,Ryzen 9,Intel Iris,0,0.4,1
Asia-Pacific,Apple,Desktop,i7,NVIDIA GTX 1650,8,2048,macOS,Black,Retail Store,Bank Transfer,Student,i7,GTX 1650,0,0.2225,0
North America,Asus,All-in-One,M2,NVIDIA GTX 1650,8,2048,Windows 10,Black,Online,Debit Card,Gamer,M2,GTX 1650,1,0.355,1
Asia-Pacific,Apple,Laptop,Ryzen 9,NVIDIA GTX 1650,32,256,macOS,Gray,Online,Debit Card,Gamer,Ryzen 9,GTX 1650,0,0.3125,0
Asia-Pacific,Microsoft,Laptop,Ryzen 5,NVIDIA RTX 2060,8,256,macOS,Blue,Retail Store,PayPal,Student,Ryzen 5,RTX 2060,0,0.5725,1
Asia-Pacific,HP,Gaming Laptop,Ryzen 7,Intel UHD,16,1024,Windows 10,Gray,Online,PayPal,Gamer,Ryzen 7,Intel UHD,1,0.46,1
Europe,Lenovo,Gaming Laptop,Ryzen 9,NVIDIA GTX 1650,16,256,Linux,White,Online,Debit Card,Enterprise,Ryzen 9,GTX 1650,0,0.3075,0
North America,Acer,Laptop,Ryzen 5,AMD Radeon Vega,32,2048,Windows 10,White,Online,Bank Transfer,Student,Ryzen 5,AMD Radeon Vega,0,0.3775,1
Europe,HP,Gaming Laptop,Ryzen 3,NVIDIA RTX 2060,4,1024,Windows 10,Gray,Retail Store,Credit Card,Enterprise,Ryzen 3,RTX 2060,1,0.3275,0
North America,Apple,Laptop,i7,NVIDIA GTX 1650,4,2048,macOS,Gray,Retail Store,PayPal,Professional,i7,GTX 1650,0,0.5575,1
Europe,Asus,Desktop,M2,AMD Radeon Vega,32,512,macOS,Gray,Online,Debit Card,Enterprise,M2,AMD Radeon Vega,1,0.4225,1
Asia-Pacific,MSI,Gaming Laptop,i3,Intel UHD,32,512,macOS,White,Reseller,Bank Transfer,Gamer,i3,Intel UHD,0,0.4275,1
North America,Lenovo,Gaming Laptop,Ryzen 5,Intel Iris,8,2048,Windows 10,Black,Online,PayPal,Student,Ryzen 5,Intel Iris,0,0.44,1
Europe,Razer,All-in-One,i3,NVIDIA GTX 1650,8,2048,macOS,Gray,Reseller,Credit Card,Student,i3,GTX 1650,0,0.51,1
North America,MSI,Laptop,i3,NVIDIA RTX 3060,32,256,Linux,Blue,Online,PayPal,Gamer,i3,RTX 3060,0,0.4275,1
Asia-Pacific,Samsung,Gaming Laptop,i3,Intel UHD,4,2048,Windows 11,White,Online,Bank Transfer,Professional,i3,Intel UHD,1,0.515,1
Europe,Acer,Desktop,i7,NVIDIA GTX 1650,4,2048,Windows 10,Blue,Reseller,Debit Card,Gamer,i7,GTX 1650,0,0.24,0
North America,Acer,Gaming Laptop,i3,Intel Iris,4,2048,Windows 11,White,Online,Debit Card,Professional,i3,Intel Iris,0,0.365,1
Europe,MSI,Desktop,i3,Intel Iris,16,512,Linux,White,Retail Store,Bank Transfer,Enterprise,i3,Intel Iris,1,0.4725,1
Europe,Acer,Gaming Laptop,Ryzen 5,Intel Iris,8,1024,Linux,Black,Retail Store,Bank Transfer,Enterprise,Ryzen 5,Intel Iris,0,0.4075,1
North America,Acer,Laptop,Ryzen 3,Intel UHD,16,1024,Linux,Silver,Online,PayPal,Gamer,Ryzen 3,Intel UHD,1,0.38,1
North America,Dell,Gaming Laptop,Ryzen 9,NVIDIA RTX 3060,16,1024,macOS,Gray,Retail Store,PayPal,Student,Ryzen 9,RTX 3060,0,0.39,1
Europe,Razer,Laptop,i3,Intel UHD,16,512,macOS,Blue,Reseller,Debit Card,Student,i3,Intel UHD,0,0.39,1
Asia-Pacific,Razer,All-in-One,i7,Intel Iris,8,2048,Linux,Silver,Reseller,Debit Card,Professional,i7,Intel Iris,0,0.4525,1
Asia-Pacific,Microsoft,Gaming Laptop,M2,NVIDIA RTX 3060,4,256,macOS,Black,Retail Store,PayPal,Student,M2,RTX 3060,0,0.4225,1
Asia-Pacific,Razer,Laptop,M1,AMD Radeon Vega,8,256,macOS,Black,Online,PayPal,Enterprise,M1,AMD Radeon Vega,1,0.565,1
Europe,Samsung,Desktop,i3,Intel Iris,32,512,macOS,Black,Online,Bank Transfer,Professional,i3,Intel Iris,0,0.595,1
North America,Dell,All-in-One,i3,AMD Radeon Vega,4,2048,Linux,White,Retail Store,Credit Card,Student,i3,AMD Radeon Vega,0,0.385,1
Europe,Apple,Laptop,M1,NVIDIA RTX 2060,8,512,macOS,White,Retail Store,Debit Card,Student,M1,RTX 2060,0,0.4675,1
Europe,HP,All-in-One,i5,NVIDIA GTX 1650,8,1024,Windows 10,Silver,Online,Debit Card,Enterprise,i5,GTX 1650,1,0.4675,1
Asia-Pacific,Dell,Desktop,i7,Intel UHD,16,512,macOS,Black,Reseller,PayPal,Gamer,i7,Intel UHD,1,0.355,1
Asia-Pacific,Microsoft,Desktop,i7,NVIDIA RTX 2060,8,2048,Windows 11,Silver,Retail Store,Credit Card,Student,i7,RTX 2060,0,0.415,1
Asia-Pacific,Dell,Desktop,M1,AMD Radeon Vega,8,2048,Windows 11,Black,Online,Credit Card,Enterprise,M1,AMD Radeon Vega,1,0.455,1
North America,Microsoft,Desktop,i3,Intel UHD,32,2048,macOS,Gray,Reseller,Bank Transfer,Student,i3,Intel UHD,0,0.4175,1
Asia-Pacific,Lenovo,All-in-One,M2,NVIDIA RTX 2060,16,2048,Windows 11,Black,Retail Store,Bank Transfer,Enterprise,M2,RTX 2060,1,0.4175,1
Europe,HP,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,16,2048,Windows 10,Silver,Online,Credit Card,Student,Ryzen 7,RTX 2060,0,0.215,0
Asia-Pacific,Dell,Gaming Laptop,i9,AMD Radeon Vega,8,512,macOS,White,Reseller,PayPal,Student,i9,AMD Radeon Vega,1,0.52,1
Asia-Pacific,Lenovo,All-in-One,i9,Intel Iris,32,2048,Windows 11,Black,Reseller,PayPal,Professional,i9,Intel Iris,1,0.37,1
Europe,Razer,All-in-One,i9,NVIDIA GTX 1650,32,1024,Windows 10,White,Reseller,Debit Card,Gamer,i9,GTX 1650,0,0.36,1
Europe,Lenovo,Laptop,Ryzen 9,Intel UHD,32,1024,Windows 11,Silver,Retail Store,PayPal,Professional,Ryzen 9,Intel UHD,0,0.3075,0
Europe,Apple,Desktop,Ryzen 9,NVIDIA RTX 2060,4,2048,macOS,Black,Retail Store,Bank Transfer,Professional,Ryzen 9,RTX 2060,0,0.4325,1
North America,Razer,All-in-One,Ryzen 3,Intel Iris,4,256,Windows 11,Black,Online,Bank Transfer,Gamer,Ryzen 3,Intel Iris,0,0.37,1
North America,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,4,512,Windows 11,Gray,Reseller,Bank Transfer,Professional,Ryzen 9,RTX 3060,1,0.495,1
Europe,Razer,All-in-One,Ryzen 9,NVIDIA RTX 3060,8,2048,Linux,Black,Retail Store,Debit Card,Enterprise,Ryzen 9,RTX 3060,0,0.42,1
North America,Apple,All-in-One,i3,NVIDIA GTX 1650,4,512,macOS,Gray,Reseller,Debit Card,Student,i3,GTX 1650,0,0.4575,1
Europe,Razer,Gaming Laptop,i7,NVIDIA GTX 1650,8,256,Linux,Gray,Online,PayPal,Professional,i7,GTX 1650,0,0.4925,1
Europe,Acer,Desktop,M1,Intel Iris,32,1024,macOS,Silver,Reseller,Credit Card,Enterprise,M1,Intel Iris,0,0.4275,1
Europe,Acer,Gaming Laptop,i7,NVIDIA RTX 3060,32,1024,Linux,Silver,Reseller,Debit Card,Enterprise,i7,RTX 3060,1,0.4475,1
Europe,Razer,All-in-One,M2,Intel UHD,32,256,Linux,Gray,Online,Debit Card,Professional,M2,Intel UHD,0,0.4225,1
North America,Apple,All-in-One,Ryzen 5,NVIDIA GTX 1650,32,1024,macOS,White,Retail Store,PayPal,Professional,Ryzen 5,GTX 1650,1,0.4875,1
North America,Dell,Laptop,i9,NVIDIA RTX 3060,16,256,Linux,Black,Reseller,Bank Transfer,Student,i9,RTX 3060,1,0.42,1
Europe,Microsoft,All-in-One,i3,Intel UHD,4,512,macOS,Blue,Online,Debit Card,Student,i3,Intel UHD,1,0.3325,0
Asia-Pacific,Microsoft,All-in-One,i7,NVIDIA RTX 3060,16,256,Windows 11,Blue,Reseller,Credit Card,Enterprise,i7,RTX 3060,0,0.3975,1
North America,MSI,Desktop,Ryzen 7,NVIDIA RTX 3060,32,512,Linux,White,Online,Debit Card,Gamer,Ryzen 7,RTX 3060,1,0.27,0
Europe,Samsung,Laptop,Ryzen 9,NVIDIA RTX 2060,16,1024,macOS,Black,Online,Bank Transfer,Gamer,Ryzen 9,RTX 2060,0,0.3675,1
Europe,Apple,Gaming Laptop,M2,Intel Iris,8,1024,macOS,Black,Retail Store,PayPal,Professional,M2,Intel Iris,1,0.4875,1
Europe,Microsoft,Gaming Laptop,M2,NVIDIA GTX 1650,4,1024,Linux,White,Online,Debit Card,Enterprise,M2,GTX 1650,0,0.4075,1
North America,Apple,All-in-One,Ryzen 9,NVIDIA RTX 3060,4,512,macOS,Silver,Online,PayPal,Gamer,Ryzen 9,RTX 3060,1,0.39,1
Europe,Apple,Desktop,Ryzen 7,Intel Iris,8,256,macOS,Black,Reseller,PayPal,Student,Ryzen 7,Intel Iris,1,0.5425,1
Europe,Lenovo,Laptop,M1,Intel UHD,16,256,Linux,Gray,Reseller,PayPal,Professional,M1,Intel UHD,0,0.345,0
North America,Lenovo,All-in-One,Ryzen 9,NVIDIA RTX 2060,4,256,Linux,Gray,Online,Credit Card,Gamer,Ryzen 9,RTX 2060,0,0.5025,1
Asia-Pacific,Apple,All-in-One,i5,AMD Radeon Vega,32,256,macOS,White,Reseller,Bank Transfer,Gamer,i5,AMD Radeon Vega,0,0.4175,1
Europe,Dell,Gaming Laptop,Ryzen 9,Intel Iris,16,2048,Linux,White,Reseller,Credit Card,Gamer,Ryzen 9,Intel Iris,0,0.3075,0
North America,Microsoft,Laptop,i9,NVIDIA RTX 3060,8,2048,Linux,Silver,Online,PayPal,Enterprise,i9,RTX 3060,0,0.505,1
Europe,MSI,All-in-One,Ryzen 5,NVIDIA RTX 3060,32,2048,Windows 11,Blue,Online,Bank Transfer,Gamer,Ryzen 5,RTX 3060,1,0.35,1
Europe,Acer,All-in-One,M2,NVIDIA GTX 1650,32,1024,Windows 11,White,Reseller,Debit Card,Student,M2,GTX 1650,0,0.3875,1
Europe,Asus,Laptop,i9,NVIDIA RTX 3060,16,512,macOS,Blue,Online,Debit Card,Enterprise,i9,RTX 3060,0,0.39,1
Asia-Pacific,Apple,All-in-One,Ryzen 5,AMD Radeon Vega,4,2048,macOS,Black,Retail Store,Credit Card,Professional,Ryzen 5,AMD Radeon Vega,0,0.3675,1
North America,MSI,Gaming Laptop,i7,NVIDIA GTX 1650,4,256,Windows 11,Silver,Online,Credit Card,Student,i7,GTX 1650,1,0.4,1
Asia-Pacific,Acer,Gaming Laptop,Ryzen 5,Intel UHD,16,512,Linux,Gray,Online,PayPal,Gamer,Ryzen 5,Intel UHD,0,0.35,1
North America,Lenovo,Laptop,i7,NVIDIA RTX 3060,16,1024,Windows 11,Gray,Online,Bank Transfer,Gamer,i7,RTX 3060,0,0.535,1
Europe,Asus,All-in-One,i5,NVIDIA RTX 2060,8,1024,Windows 11,Black,Online,Debit Card,Enterprise,i5,RTX 2060,0,0.275,0
Europe,Microsoft,Laptop,Ryzen 3,AMD Radeon Vega,4,256,Linux,White,Reseller,PayPal,Enterprise,Ryzen 3,AMD Radeon Vega,0,0.505,1
North America,HP,All-in-One,Ryzen 3,Intel Iris,4,256,Windows 10,White,Retail Store,Debit Card,Student,Ryzen 3,Intel Iris,0,0.42,1
Asia-Pacific,Samsung,Desktop,Ryzen 7,NVIDIA RTX 2060,8,2048,Windows 10,Silver,Reseller,PayPal,Professional,Ryzen 7,RTX 2060,0,0.3325,0
North America,Acer,Laptop,Ryzen 7,Intel UHD,4,1024,Linux,White,Reseller,Bank Transfer,Professional,Ryzen 7,Intel UHD,1,0.415,1
Asia-Pacific,MSI,All-in-One,i7,Intel UHD,8,2048,Windows 11,Gray,Online,Bank Transfer,Gamer,i7,Intel UHD,0,0.5125,1
Asia-Pacific,Razer,Gaming Laptop,Ryzen 7,AMD Radeon Vega,32,2048,Windows 11,Black,Reseller,Debit Card,Student,Ryzen 7,AMD Radeon Vega,1,0.4525,1
Europe,Acer,Desktop,i9,NVIDIA GTX 1650,4,1024,Linux,Blue,Reseller,Debit Card,Professional,i9,GTX 1650,0,0.48,1
North America,Apple,Desktop,i7,NVIDIA GTX 1650,32,256,macOS,Black,Retail Store,Debit Card,Student,i7,GTX 1650,1,0.42,1
Europe,MSI,All-in-One,M1,NVIDIA RTX 2060,4,512,Windows 10,Blue,Retail Store,Credit Card,Enterprise,M1,RTX 2060,0,0.33,0
North America,Samsung,Laptop,i7,Intel Iris,8,256,Windows 10,Black,Retail Store,Credit Card,Professional,i7,Intel Iris,0,0.2875,0
Asia-Pacific,Microsoft,All-in-One,i9,AMD Radeon Vega,8,1024,macOS,Black,Retail Store,Credit Card,Enterprise,i9,AMD Radeon Vega,1,0.4125,1
North America,MSI,Desktop,Ryzen 7,Intel Iris,4,512,Linux,Black,Online,Bank Transfer,Enterprise,Ryzen 7,Intel Iris,1,0.4825,1
Europe,Asus,Desktop,Ryzen 9,AMD Radeon Vega,16,512,Linux,White,Retail Store,Debit Card,Professional,Ryzen 9,AMD Radeon Vega,0,0.3275,0
North America,MSI,Desktop,i7,NVIDIA RTX 2060,8,512,Linux,Silver,Retail Store,Bank Transfer,Enterprise,i7,RTX 2060,1,0.5325,1
North America,Lenovo,Laptop,Ryzen 9,NVIDIA RTX 3060,16,512,Windows 10,Silver,Online,Bank Transfer,Enterprise,Ryzen 9,RTX 3060,0,0.29,0
Asia-Pacific,Samsung,All-in-One,Ryzen 7,AMD Radeon Vega,32,256,Windows 11,Blue,Online,Debit Card,Student,Ryzen 7,AMD Radeon Vega,1,0.415,1
Europe,Dell,Laptop,Ryzen 3,AMD Radeon Vega,32,2048,Linux,Gray,Reseller,Debit Card,Student,Ryzen 3,AMD Radeon Vega,1,0.445,1
Europe,Acer,Desktop,i5,Intel Iris,4,2048,Windows 11,Blue,Reseller,Credit Card,Student,i5,Intel Iris,0,0.4,1
North America,MSI,Desktop,Ryzen 7,NVIDIA GTX 1650,16,1024,Linux,Blue,Retail Store,Bank Transfer,Professional,Ryzen 7,GTX 1650,0,0.285,0
Asia-Pacific,Acer,Gaming Laptop,Ryzen 3,NVIDIA RTX 3060,4,2048,Windows 11,Silver,Online,Bank Transfer,Gamer,Ryzen 3,RTX 3060,0,0.3225,0
Europe,Lenovo,Laptop,M1,Intel Iris,32,512,Windows 11,Black,Online,PayPal,Gamer,M1,Intel Iris,1,0.4875,1
North America,Acer,Desktop,i7,NVIDIA RTX 3060,16,2048,macOS,White,Reseller,Credit Card,Professional,i7,RTX 3060,0,0.3825,1
Europe,Asus,Gaming Laptop,Ryzen 5,NVIDIA GTX 1650,32,512,Windows 10,White,Reseller,Debit Card,Professional,Ryzen 5,GTX 1650,0,0.515,1
Asia-Pacific,Samsung,All-in-One,Ryzen 3,NVIDIA RTX 3060,16,512,Linux,White,Reseller,Debit Card,Enterprise,Ryzen 3,RTX 3060,1,0.4425,1
Europe,Razer,Gaming Laptop,M1,Intel Iris,32,1024,macOS,White,Reseller,PayPal,Student,M1,Intel Iris,1,0.5425,1
Asia-Pacific,MSI,Gaming Laptop,Ryzen 7,NVIDIA RTX 2060,4,2048,Linux,White,Online,PayPal,Student,Ryzen 7,RTX 2060,0,0.2975,0
Asia-Pacific,Apple,Desktop,Ryzen 3,Intel UHD,16,512,macOS,Black,Retail Store,Credit Card,Enterprise,Ryzen 3,Intel UHD,1,0.3325,0
Asia-Pacific,Asus,Gaming Laptop,i9,NVIDIA RTX 2060,8,1024,Linux,White,Retail Store,Credit Card,Gamer,i9,RTX 2060,0,0.36,1
Europe,Acer,Gaming Laptop,i7,Intel Iris,32,512,Windows 10,White,Retail Store,Debit Card,Gamer,i7,Intel Iris,0,0.335,0
North America,Asus,Laptop,i9,NVIDIA RTX 2060,32,2048,Windows 11,Gray,Reseller,PayPal,Professional,i9,RTX 2060,0,0.355,1
Europe,Microsoft,All-in-One,i3,Intel UHD,32,512,Linux,Gray,Reseller,PayPal,Professional,i3,Intel UHD,0,0.445,1
North America,Apple,Gaming Laptop,i9,Intel Iris,8,2048,macOS,Gray,Retail Store,Debit Card,Enterprise,i9,Intel Iris,0,0.3775,1
Asia-Pacific,Razer,All-in-One,Ryzen 5,NVIDIA RTX 3060,4,512,macOS,Blue,Online,Debit Card,Professional,Ryzen 5,RTX 3060,1,0.3675,1
Asia-Pacific,Samsung,Laptop,i7,NVIDIA GTX 1650,4,2048,Linux,Silver,Retail Store,Bank Transfer,Student,i7,GTX 1650,0,0.375,1
Asia-Pacific,MSI,Desktop,Ryzen 5,NVIDIA RTX 2060,4,1024,Linux,Silver,Retail Store,Credit Card,Professional,Ryzen 5,RTX 2060,1,0.3725,1
North America,HP,All-in-One,i5,NVIDIA GTX 1650,8,1024,Windows 10,Gray,Retail Store,PayPal,Enterprise,i5,GTX 1650,1,0.4375,1
North America,Dell,Laptop,Ryzen 9,NVIDIA GTX 1650,4,256,Windows 10,Silver,Retail Store,PayPal,Gamer,Ryzen 9,GTX 1650,0,0.325,0
Europe,Acer,Laptop,M1,AMD Radeon Vega,4,256,Linux,Black,Online,PayPal,Student,M1,AMD Radeon Vega,1,0.4825,1
Asia-Pacific,MSI,Desktop,M2,NVIDIA RTX 2060,8,2048,Linux,White,Retail Store,Credit Card,Enterprise,M2,RTX 2060,0,0.455,1
Europe,Microsoft,Gaming Laptop,Ryzen 7,NVIDIA RTX 3060,4,256,macOS,White,Retail Store,Credit Card,Gamer,Ryzen 7,RTX 3060,1,0.335,0
Europe,MSI,Laptop,M2,Intel UHD,4,2048,Windows 10,Black,Retail Store,Debit Card,Professional,M2,Intel UHD,0,0.32,0
Europe,HP,All-in-One,i9,AMD Radeon Vega,32,1024,Linux,Gray,Online,PayPal,Gamer,i9,AMD Radeon Vega,0,0.4475,1
Europe,Asus,Laptop,Ryzen 3,NVIDIA RTX 2060,16,512,Windows 10,White,Online,Credit Card,Student,Ryzen 3,RTX 2060,0,0.3475,0
Asia-Pacific,Asus,Desktop,i9,NVIDIA GTX 1650,16,256,Windows 10,Blue,Online,Credit Card,Enterprise,i9,GTX 1650,0,0.295,0
Asia-Pacific,Microsoft,Desktop,i9,AMD Radeon Vega,16,512,macOS,Silver,Reseller,Bank Transfer,Student,i9,AMD Radeon Vega,0,0.2775,0
Asia-Pacific,Lenovo,Desktop,i9,NVIDIA GTX 1650,8,512,macOS,Gray,Reseller,Debit Card,Professional,i9,GTX 1650,1,0.405,1
Europe,Razer,Desktop,i7,Intel UHD,8,1024,Windows 11,Blue,Retail Store,Debit Card,Professional,i7,Intel UHD,0,0.35,1
Asia-Pacific,HP,Desktop,M1,AMD Radeon Vega,8,1024,macOS,Black,Online,PayPal,Gamer,M1,AMD Radeon Vega,0,0.455,1
Europe,Samsung,All-in-One,i7,Intel UHD,4,2048,Windows 11,Gray,Retail Store,Bank Transfer,Professional,i7,Intel UHD,0,0.4,1
Europe,MSI,Laptop,i7,NVIDIA RTX 2060,4,512,Windows 11,Black,Reseller,Credit Card,Professional,i7,RTX 2060,1,0.465,1
Asia-Pacific,Acer,Gaming Laptop,i3,NVIDIA RTX 2060,16,512,macOS,White,Retail Store,Debit Card,Gamer,i3,RTX 2060,0,0.3725,1
Europe,Lenovo,Desktop,M1,NVIDIA RTX 2060,32,512,Windows 10,White,Retail Store,Bank Transfer,Gamer,M1,RTX 2060,0,0.405,1
North America,Razer,Desktop,Ryzen 9,NVIDIA RTX 3060,16,1024,Linux,Black,Online,Debit Card,Gamer,Ryzen 9,RTX 3060,0,0.375,1
Asia-Pacific,Apple,Gaming Laptop,Ryzen 3,NVIDIA GTX 1650,8,2048,macOS,Blue,Reseller,Bank Transfer,Gamer,Ryzen 3,GTX 1650,1,0.3125,0
Europe,HP,Laptop,Ryzen 3,NVIDIA RTX 3060,16,512,Linux,Blue,Retail Store,Bank Transfer,Gamer,Ryzen 3,RTX 3060,1,0.26,0
Asia-Pacific,Acer,All-in-One,M1,NVIDIA RTX 3060,4,1024,Linux,White,Online,PayPal,Gamer,M1,RTX 3060,1,0.2975,0
Asia-Pacific,Lenovo,Desktop,i9,Intel UHD,32,256,Windows 11,Silver,Reseller,Debit Card,Gamer,i9,Intel UHD,0,0.3075,0
Europe,Lenovo,Desktop,i9,Intel UHD,16,1024,macOS,Gray,Online,Debit Card,Enterprise,i9,Intel UHD,1,0.36,1
North America,Dell,Desktop,M1,AMD Radeon Vega,32,2048,Windows 10,Silver,Retail Store,Bank Transfer,Enterprise,M1,AMD Radeon Vega,0,0.38,1
North America,Dell,Laptop,i3,AMD Radeon Vega,16,512,Linux,Silver,Online,Bank Transfer,Gamer,i3,AMD Radeon Vega,1,0.43,1
Europe,Dell,Gaming Laptop,Ryzen 3,Intel UHD,32,2048,Linux,White,Online,Credit Card,Student,Ryzen 3,Intel UHD,1,0.5075,1
Europe,HP,Desktop,M1,NVIDIA RTX 3060,16,256,Windows 11,Silver,Reseller,Credit Card,Student,M1,RTX 3060,0,0.405,1
Europe,Dell,Desktop,Ryzen 9,AMD Radeon Vega,8,512,macOS,Silver,Retail Store,Bank Transfer,Student,Ryzen 9,AMD Radeon Vega,1,0.46,1
North America,Dell,Laptop,Ryzen 5,NVIDIA RTX 2060,32,512,Linux,Gray,Online,Bank Transfer,Gamer,Ryzen 5,RTX 2060,0,0.375,1
Europe,HP,All-in-One,i7,Intel UHD,16,256,Linux,Silver,Retail Store,Bank Transfer,Gamer,i7,Intel UHD,1,0.33,0
Asia-Pacific,Lenovo,Gaming Laptop,i9,AMD Radeon Vega,8,1024,macOS,Black,Reseller,Bank Transfer,Enterprise,i9,AMD Radeon Vega,1,0.3,0
Europe,Razer,All-in-One,Ryzen 5,AMD Radeon Vega,8,256,Windows 11,Black,Retail Store,PayPal,Enterprise,Ryzen 5,AMD Radeon Vega,1,0.53,1
